Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Kapono,SF,29.0,24.0,112.0,7.0,28.0,0.25,1.0,8.0,0.125,6.0,20.0,0.3,0.268,1.0,2.0,0.5,3.0,8.0,11.0,4.0,2.0,1.0,2.0,4.0,16.0
Jason Kidd,PG,37.0,80.0,2653.0,215.0,596.0,0.361,133.0,391.0,0.34,82.0,205.0,0.4,0.472,67.0,77.0,0.87,35.0,316.0,351.0,655.0,134.0,29.0,179.0,119.0,630.0
Andrei Kirilenko,SF,29.0,64.0,1999.0,253.0,542.0,0.467,36.0,98.0,0.367,217.0,444.0,0.489,0.5,208.0,270.0,0.77,100.0,227.0,327.0,192.0,81.0,74.0,117.0,113.0,750.0
Linas Kleiza,SF,26.0,39.0,1032.0,178.0,406.0,0.438,39.0,131.0,0.298,139.0,275.0,0.505,0.486,41.0,65.0,0.631,37.0,140.0,177.0,40.0,19.0,7.0,65.0,99.0,436.0
Kyle Korver,SG,29.0,82.0,1649.0,242.0,557.0,0.434,120.0,289.0,0.415,122.0,268.0,0.455,0.542,77.0,87.0,0.885,12.0,138.0,150.0,124.0,35.0,20.0,60.0,156.0,681.0
Kosta Koufos,C,21.0,50.0,434.0,68.0,150.0,0.453,0.0,2.0,0.0,68.0,148.0,0.459,0.453,24.0,43.0,0.558,57.0,73.0,130.0,7.0,10.0,25.0,31.0,59.0,160.0
Nenad Krstić,C,27.0,71.0,1571.0,231.0,452.0,0.511,0.0,0.0,0.0,231.0,452.0,0.511,0.511,113.0,146.0,0.774,124.0,211.0,335.0,27.0,26.0,25.0,56.0,184.0,575.0
Carl Landry,PF,27.0,76.0,2008.0,345.0,687.0,0.502,0.0,4.0,0.0,345.0,683.0,0.505,0.502,213.0,288.0,0.74,165.0,182.0,347.0,63.0,40.0,32.0,109.0,196.0,903.0
Acie Law,PG,26.0,51.0,726.0,81.0,186.0,0.435,6.0,36.0,0.167,75.0,150.0,0.5,0.452,47.0,64.0,0.734,12.0,51.0,63.0,84.0,32.0,0.0,43.0,61.0,215.0
Gani Lawal,PF,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ty Lawson,PG,23.0,80.0,2103.0,346.0,688.0,0.503,69.0,171.0,0.404,277.0,517.0,0.536,0.553,172.0,225.0,0.764,67.0,142.0,209.0,377.0,80.0,4.0,137.0,133.0,933.0
Courtney Lee,SG,25.0,81.0,1723.0,253.0,576.0,0.439,71.0,174.0,0.408,182.0,402.0,0.453,0.501,95.0,120.0,0.792,51.0,158.0,209.0,100.0,58.0,18.0,68.0,102.0,672.0
David Lee,PF,27.0,73.0,2634.0,496.0,978.0,0.507,1.0,3.0,0.333,495.0,975.0,0.508,0.508,210.0,267.0,0.787,217.0,497.0,714.0,233.0,74.0,31.0,170.0,211.0,1203.0
Rashard Lewis,SF-PF,31.0,57.0,1824.0,252.0,582.0,0.433,87.0,244.0,0.357,165.0,338.0,0.488,0.508,77.0,96.0,0.802,71.0,219.0,290.0,92.0,52.0,30.0,87.0,159.0,668.0
Jeremy Lin,PG,22.0,29.0,285.0,28.0,72.0,0.389,1.0,5.0,0.2,27.0,67.0,0.403,0.396,19.0,25.0,0.76,12.0,22.0,34.0,42.0,33.0,9.0,18.0,31.0,76.0
Shaun Livingston,PG,25.0,73.0,1261.0,185.0,397.0,0.466,1.0,4.0,0.25,184.0,393.0,0.468,0.467,108.0,125.0,0.864,29.0,120.0,149.0,164.0,47.0,29.0,88.0,109.0,479.0
Brook Lopez,C,22.0,82.0,2889.0,644.0,1309.0,0.492,0.0,1.0,0.0,644.0,1308.0,0.492,0.492,385.0,489.0,0.787,197.0,291.0,488.0,129.0,47.0,120.0,176.0,240.0,1673.0
Robin Lopez,C,22.0,67.0,991.0,179.0,357.0,0.501,0.0,0.0,0.0,179.0,357.0,0.501,0.501,74.0,100.0,0.74,82.0,134.0,216.0,8.0,18.0,45.0,48.0,143.0,432.0
Kevin Love,PF,22.0,73.0,2611.0,482.0,1026.0,0.47,88.0,211.0,0.417,394.0,815.0,0.483,0.513,424.0,499.0,0.85,330.0,782.0,1112.0,184.0,45.0,28.0,155.0,148.0,1476.0
Kyle Lowry,PG,24.0,75.0,2563.0,345.0,809.0,0.426,129.0,343.0,0.376,216.0,466.0,0.464,0.506,192.0,251.0,0.765,89.0,220.0,309.0,500.0,102.0,23.0,158.0,207.0,1011.0
John Lucas III,PG,28.0,2.0,10.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Corey Maggette,SF,31.0,67.0,1401.0,253.0,559.0,0.453,28.0,78.0,0.359,225.0,481.0,0.468,0.478,271.0,325.0,0.834,44.0,197.0,241.0,84.0,21.0,5.0,127.0,175.0,805.0
Jamaal Magloire,C,32.0,18.0,158.0,13.0,22.0,0.591,0.0,0.0,0.0,13.0,22.0,0.591,0.591,9.0,18.0,0.5,17.0,44.0,61.0,3.0,4.0,2.0,5.0,26.0,35.0
Ian Mahinmi,C,24.0,56.0,488.0,55.0,98.0,0.561,0.0,2.0,0.0,55.0,96.0,0.573,0.561,63.0,82.0,0.768,43.0,77.0,120.0,8.0,14.0,15.0,25.0,105.0,173.0
Shawn Marion,SF,32.0,80.0,2253.0,434.0,834.0,0.52,5.0,33.0,0.152,429.0,801.0,0.536,0.523,126.0,164.0,0.768,168.0,383.0,551.0,110.0,68.0,50.0,130.0,144.0,999.0
Sean Marks,C,35.0,29.0,208.0,19.0,44.0,0.432,2.0,2.0,1.0,17.0,42.0,0.405,0.455,5.0,8.0,0.625,16.0,24.0,40.0,4.0,3.0,5.0,11.0,44.0,45.0
Cartier Martin,SF,26.0,52.0,542.0,71.0,182.0,0.39,39.0,99.0,0.394,32.0,83.0,0.386,0.497,28.0,40.0,0.7,20.0,54.0,74.0,18.0,18.0,6.0,16.0,52.0,209.0
Kenyon Martin,PF,33.0,48.0,1233.0,185.0,362.0,0.511,2.0,9.0,0.222,183.0,353.0,0.518,0.514,42.0,72.0,0.583,67.0,230.0,297.0,109.0,43.0,35.0,59.0,136.0,414.0
Kevin Martin,SG,27.0,80.0,2603.0,553.0,1267.0,0.436,176.0,459.0,0.383,377.0,808.0,0.467,0.506,594.0,669.0,0.888,28.0,230.0,258.0,198.0,80.0,15.0,184.0,155.0,1876.0
Roger Mason,SG,30.0,26.0,319.0,26.0,77.0,0.338,16.0,44.0,0.364,10.0,33.0,0.303,0.442,7.0,10.0,0.7,5.0,38.0,43.0,20.0,6.0,2.0,6.0,25.0,75.0
Wesley Matthews,SG,24.0,82.0,2758.0,440.0,979.0,0.449,154.0,378.0,0.407,286.0,601.0,0.476,0.528,266.0,315.0,0.844,48.0,210.0,258.0,164.0,102.0,9.0,138.0,195.0,1300.0
Jason Maxiell,PF,27.0,57.0,930.0,93.0,189.0,0.492,0.0,0.0,0.0,93.0,189.0,0.492,0.492,51.0,99.0,0.515,66.0,107.0,173.0,17.0,24.0,21.0,44.0,92.0,237.0
Eric Maynor,PG,23.0,82.0,1200.0,134.0,333.0,0.402,37.0,96.0,0.385,97.0,237.0,0.409,0.458,43.0,59.0,0.729,25.0,96.0,121.0,238.0,35.0,6.0,77.0,96.0,348.0
O.J. Mayo,SG,23.0,71.0,1869.0,304.0,747.0,0.407,96.0,264.0,0.364,208.0,483.0,0.431,0.471,99.0,131.0,0.756,35.0,135.0,170.0,145.0,73.0,26.0,99.0,127.0,803.0
Luc Mbah a Moute,PF,24.0,79.0,2093.0,198.0,428.0,0.463,0.0,7.0,0.0,198.0,421.0,0.47,0.463,133.0,188.0,0.707,169.0,251.0,420.0,68.0,72.0,28.0,77.0,180.0,529.0
Antonio McDyess,PF,36.0,73.0,1387.0,169.0,344.0,0.491,0.0,1.0,0.0,169.0,343.0,0.493,0.491,52.0,77.0,0.675,122.0,273.0,395.0,84.0,36.0,39.0,72.0,163.0,390.0
JaVale McGee,C,23.0,79.0,2193.0,332.0,604.0,0.55,0.0,3.0,0.0,332.0,601.0,0.552,0.55,134.0,230.0,0.583,223.0,411.0,634.0,38.0,41.0,193.0,102.0,232.0,798.0
Tracy McGrady,SG,31.0,72.0,1686.0,227.0,514.0,0.442,30.0,88.0,0.341,197.0,426.0,0.462,0.471,90.0,129.0,0.698,49.0,202.0,251.0,252.0,66.0,34.0,102.0,101.0,574.0
Dominic McGuire,SF,25.0,52.0,760.0,72.0,182.0,0.396,0.0,2.0,0.0,72.0,180.0,0.4,0.396,30.0,39.0,0.769,63.0,136.0,199.0,43.0,10.0,33.0,25.0,94.0,174.0
Josh McRoberts,PF,23.0,72.0,1597.0,211.0,386.0,0.547,23.0,60.0,0.383,188.0,326.0,0.577,0.576,88.0,119.0,0.739,109.0,273.0,382.0,150.0,47.0,57.0,93.0,165.0,533.0
Jodie Meeks,SG,23.0,74.0,2062.0,242.0,570.0,0.425,138.0,348.0,0.397,104.0,222.0,0.468,0.546,152.0,170.0,0.894,21.0,150.0,171.0,78.0,63.0,4.0,60.0,97.0,774.0
Pops Mensah-Bonsu,PF,27.0,7.0,35.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,3.0,8.0,11.0,2.0,0.0,0.0,2.0,11.0,2.0
C.J. Miles,SF,23.0,78.0,1969.0,366.0,899.0,0.407,109.0,339.0,0.322,257.0,560.0,0.459,0.468,159.0,196.0,0.811,54.0,201.0,255.0,135.0,74.0,38.0,93.0,221.0,1000.0
Darko Miličić,C,25.0,69.0,1686.0,271.0,578.0,0.469,0.0,0.0,0.0,271.0,578.0,0.469,0.469,64.0,115.0,0.557,133.0,227.0,360.0,104.0,54.0,140.0,151.0,229.0,606.0
Andre Miller,PG,34.0,81.0,2650.0,388.0,844.0,0.46,4.0,37.0,0.108,384.0,807.0,0.476,0.462,249.0,292.0,0.853,97.0,205.0,302.0,566.0,114.0,12.0,197.0,171.0,1029.0
Brad Miller,C,34.0,60.0,1015.0,132.0,296.0,0.446,40.0,107.0,0.374,92.0,189.0,0.487,0.514,78.0,94.0,0.83,44.0,178.0,222.0,145.0,28.0,21.0,54.0,98.0,382.0
Mike Miller,SG,30.0,41.0,838.0,81.0,202.0,0.401,43.0,118.0,0.364,38.0,84.0,0.452,0.507,23.0,34.0,0.676,38.0,146.0,184.0,51.0,20.0,2.0,41.0,88.0,228.0
Patty Mills,PG,22.0,64.0,783.0,135.0,328.0,0.412,47.0,133.0,0.353,88.0,195.0,0.451,0.483,36.0,47.0,0.766,19.0,32.0,51.0,109.0,27.0,1.0,62.0,63.0,353.0
Paul Millsap,PF,25.0,76.0,2605.0,525.0,988.0,0.531,9.0,23.0,0.391,516.0,965.0,0.535,0.536,256.0,338.0,0.757,164.0,415.0,579.0,187.0,103.0,69.0,145.0,272.0,1315.0
Yao Ming,C,30.0,5.0,91.0,18.0,37.0,0.486,0.0,0.0,0.0,18.0,37.0,0.486,0.486,15.0,16.0,0.938,7.0,20.0,27.0,4.0,0.0,8.0,7.0,13.0,51.0
Nazr Mohammed,C,33.0,75.0,1280.0,234.0,448.0,0.522,0.0,1.0,0.0,234.0,447.0,0.523,0.522,67.0,112.0,0.598,140.0,228.0,368.0,23.0,30.0,56.0,70.0,184.0,535.0
Greg Monroe,C,20.0,80.0,2222.0,303.0,550.0,0.551,0.0,1.0,0.0,303.0,549.0,0.552,0.551,145.0,233.0,0.622,248.0,353.0,601.0,105.0,93.0,45.0,81.0,196.0,751.0
Jamario Moon,SF,30.0,59.0,1042.0,101.0,248.0,0.407,38.0,123.0,0.309,63.0,125.0,0.504,0.484,15.0,17.0,0.882,23.0,142.0,165.0,52.0,28.0,33.0,22.0,65.0,255.0
Anthony Morrow,SG,25.0,58.0,1856.0,279.0,620.0,0.45,110.0,260.0,0.423,169.0,360.0,0.469,0.539,96.0,107.0,0.897,37.0,135.0,172.0,68.0,19.0,7.0,54.0,135.0,764.0
Timofey Mozgov,C,24.0,45.0,524.0,63.0,133.0,0.474,0.0,0.0,0.0,63.0,133.0,0.474,0.474,37.0,52.0,0.712,46.0,75.0,121.0,15.0,15.0,25.0,35.0,84.0,163.0
Byron Mullens,PF,21.0,13.0,85.0,9.0,28.0,0.321,0.0,0.0,0.0,9.0,28.0,0.321,0.321,7.0,14.0,0.5,6.0,18.0,24.0,0.0,2.0,3.0,8.0,11.0,25.0
Troy Murphy,PF,30.0,35.0,466.0,42.0,114.0,0.368,5.0,33.0,0.152,37.0,81.0,0.457,0.39,20.0,30.0,0.667,22.0,91.0,113.0,23.0,15.0,3.0,20.0,47.0,109.0
Hamady N'Diaye,C,24.0,16.0,80.0,4.0,5.0,0.8,0.0,0.0,0.0,4.0,5.0,0.8,0.8,6.0,12.0,0.5,2.0,5.0,7.0,0.0,2.0,5.0,3.0,18.0,14.0
Eduardo Nájera,PF,34.0,31.0,372.0,26.0,72.0,0.361,11.0,34.0,0.324,15.0,38.0,0.395,0.438,6.0,11.0,0.545,14.0,30.0,44.0,20.0,11.0,6.0,13.0,52.0,69.0
Steve Nash,PG,36.0,75.0,2497.0,399.0,811.0,0.492,81.0,205.0,0.395,318.0,606.0,0.525,0.542,227.0,249.0,0.912,40.0,220.0,260.0,855.0,48.0,4.0,265.0,87.0,1106.0
Gary Neal,SG,26.0,80.0,1685.0,285.0,632.0,0.451,129.0,308.0,0.419,156.0,324.0,0.481,0.553,84.0,104.0,0.808,21.0,175.0,196.0,96.0,27.0,4.0,78.0,148.0,783.0
Jameer Nelson,PG,28.0,76.0,2319.0,374.0,838.0,0.446,119.0,297.0,0.401,255.0,541.0,0.471,0.517,130.0,162.0,0.802,37.0,189.0,226.0,456.0,75.0,3.0,194.0,209.0,997.0
Joakim Noah,C,25.0,48.0,1576.0,211.0,402.0,0.525,0.0,1.0,0.0,211.0,401.0,0.526,0.525,139.0,188.0,0.739,182.0,316.0,498.0,107.0,48.0,72.0,90.0,156.0,561.0
Andrés Nocioni,SF,31.0,54.0,931.0,118.0,277.0,0.426,42.0,118.0,0.356,76.0,159.0,0.478,0.502,49.0,61.0,0.803,19.0,150.0,169.0,45.0,14.0,15.0,47.0,100.0,327.0
Steve Novak,SF,27.0,30.0,215.0,35.0,67.0,0.522,26.0,46.0,0.565,9.0,21.0,0.429,0.716,8.0,8.0,1.0,4.0,24.0,28.0,3.0,1.0,5.0,4.0,14.0,104.0
Dirk Nowitzki,PF,32.0,73.0,2504.0,610.0,1179.0,0.517,66.0,168.0,0.393,544.0,1011.0,0.538,0.545,395.0,443.0,0.892,50.0,463.0,513.0,190.0,38.0,47.0,137.0,172.0,1681.0
Jermaine O'Neal,C,32.0,24.0,431.0,50.0,109.0,0.459,0.0,1.0,0.0,50.0,108.0,0.463,0.459,29.0,43.0,0.674,25.0,63.0,88.0,12.0,2.0,30.0,27.0,65.0,129.0
Shaquille O'Neal,C,38.0,37.0,752.0,134.0,201.0,0.667,0.0,0.0,0.0,134.0,201.0,0.667,0.667,73.0,131.0,0.557,48.0,130.0,178.0,26.0,16.0,42.0,56.0,120.0,341.0
Fabricio Oberto,C,35.0,5.0,45.0,3.0,5.0,0.6,0.0,0.0,0.0,3.0,5.0,0.6,0.6,1.0,2.0,0.5,3.0,4.0,7.0,0.0,0.0,0.0,3.0,10.0,7.0
Lamar Odom,PF,31.0,82.0,2639.0,473.0,893.0,0.53,68.0,178.0,0.382,405.0,715.0,0.566,0.568,166.0,246.0,0.675,175.0,535.0,710.0,249.0,47.0,61.0,139.0,200.0,1180.0
Emeka Okafor,C,28.0,72.0,2287.0,300.0,524.0,0.573,0.0,1.0,0.0,300.0,523.0,0.574,0.573,145.0,258.0,0.562,230.0,454.0,684.0,42.0,40.0,127.0,119.0,230.0,745.0
Mehmet Okur,C,31.0,13.0,168.0,22.0,62.0,0.355,5.0,16.0,0.313,17.0,46.0,0.37,0.395,15.0,20.0,0.75,9.0,21.0,30.0,19.0,4.0,4.0,7.0,18.0,64.0
Travis Outlaw,SF,26.0,82.0,2358.0,274.0,731.0,0.375,76.0,252.0,0.302,198.0,479.0,0.413,0.427,132.0,171.0,0.772,54.0,271.0,325.0,84.0,34.0,36.0,71.0,148.0,756.0
Larry Owens,SF,28.0,12.0,143.0,15.0,32.0,0.469,6.0,13.0,0.462,9.0,19.0,0.474,0.563,4.0,9.0,0.444,1.0,14.0,15.0,8.0,9.0,5.0,5.0,18.0,40.0
Zaza Pachulia,C,26.0,79.0,1244.0,107.0,232.0,0.461,0.0,0.0,0.0,107.0,232.0,0.461,0.461,135.0,179.0,0.754,119.0,214.0,333.0,58.0,34.0,22.0,69.0,184.0,349.0
Anthony Parker,SF,35.0,72.0,2091.0,220.0,552.0,0.399,86.0,227.0,0.379,134.0,325.0,0.412,0.476,74.0,95.0,0.779,33.0,185.0,218.0,218.0,67.0,10.0,80.0,109.0,600.0
Tony Parker,PG,28.0,78.0,2528.0,555.0,1069.0,0.519,25.0,70.0,0.357,530.0,999.0,0.531,0.531,233.0,303.0,0.769,30.0,208.0,238.0,513.0,90.0,3.0,200.0,135.0,1368.0
Patrick Patterson,PF,21.0,52.0,868.0,149.0,267.0,0.558,0.0,2.0,0.0,149.0,265.0,0.562,0.558,30.0,42.0,0.714,86.0,114.0,200.0,41.0,17.0,37.0,31.0,77.0,328.0
Chris Paul,PG,25.0,80.0,2880.0,430.0,928.0,0.463,71.0,183.0,0.388,359.0,745.0,0.482,0.502,337.0,384.0,0.878,38.0,289.0,327.0,782.0,188.0,5.0,177.0,196.0,1268.0
Sasha Pavlović,SG-SF,27.0,31.0,362.0,29.0,72.0,0.403,12.0,31.0,0.387,17.0,41.0,0.415,0.486,6.0,10.0,0.6,1.0,31.0,32.0,16.0,10.0,7.0,12.0,34.0,76.0
Nikola Peković,C,25.0,65.0,887.0,136.0,263.0,0.517,0.0,0.0,0.0,136.0,263.0,0.517,0.517,87.0,114.0,0.763,90.0,103.0,193.0,27.0,18.0,35.0,91.0,181.0,359.0
Kendrick Perkins,C,26.0,29.0,742.0,67.0,130.0,0.515,0.0,0.0,0.0,67.0,130.0,0.515,0.515,40.0,72.0,0.556,62.0,170.0,232.0,26.0,9.0,26.0,56.0,91.0,174.0
Morris Peterson,SG,33.0,4.0,23.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,4.0,0.5,0.4,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,4.0
Johan Petro,C,25.0,77.0,893.0,129.0,290.0,0.445,0.0,4.0,0.0,129.0,286.0,0.451,0.445,15.0,28.0,0.536,62.0,150.0,212.0,44.0,34.0,34.0,46.0,178.0,273.0
Paul Pierce,SF,33.0,80.0,2774.0,507.0,1021.0,0.497,111.0,297.0,0.374,396.0,724.0,0.547,0.551,386.0,449.0,0.86,34.0,396.0,430.0,260.0,80.0,51.0,171.0,231.0,1511.0
Mickaël Piétrus,SG-SF,28.0,57.0,1107.0,143.0,365.0,0.392,85.0,236.0,0.36,58.0,129.0,0.45,0.508,39.0,57.0,0.684,15.0,111.0,126.0,33.0,29.0,21.0,39.0,101.0,410.0
Dexter Pittman,C,22.0,2.0,11.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0
Quincy Pondexter,SF,22.0,66.0,734.0,73.0,180.0,0.406,18.0,50.0,0.36,55.0,130.0,0.423,0.456,24.0,34.0,0.706,23.0,65.0,88.0,28.0,17.0,10.0,16.0,63.0,188.0
James Posey,SF,34.0,49.0,839.0,81.0,241.0,0.336,67.0,212.0,0.316,14.0,29.0,0.483,0.475,11.0,15.0,0.733,10.0,137.0,147.0,34.0,24.0,6.0,24.0,103.0,240.0
Leon Powe,C-PF,27.0,30.0,328.0,59.0,119.0,0.496,0.0,2.0,0.0,59.0,117.0,0.504,0.496,40.0,72.0,0.556,24.0,39.0,63.0,7.0,10.0,4.0,12.0,44.0,158.0
Josh Powell,PF,28.0,54.0,653.0,94.0,208.0,0.452,0.0,1.0,0.0,94.0,207.0,0.454,0.452,36.0,45.0,0.8,49.0,86.0,135.0,22.0,5.0,5.0,53.0,78.0,224.0
A.J. Price,PG,24.0,50.0,795.0,114.0,320.0,0.356,41.0,149.0,0.275,73.0,171.0,0.427,0.42,54.0,81.0,0.667,16.0,56.0,72.0,111.0,29.0,1.0,53.0,61.0,323.0
Ronnie Price,SG,27.0,59.0,717.0,74.0,210.0,0.352,20.0,69.0,0.29,54.0,141.0,0.383,0.4,29.0,39.0,0.744,22.0,39.0,61.0,56.0,42.0,5.0,55.0,106.0,197.0
Tayshaun Prince,SF,30.0,78.0,2562.0,473.0,1001.0,0.473,34.0,98.0,0.347,439.0,903.0,0.486,0.49,118.0,168.0,0.702,78.0,251.0,329.0,215.0,30.0,41.0,82.0,90.0,1098.0
Joel Przybilla,C,31.0,36.0,519.0,25.0,44.0,0.568,0.0,0.0,0.0,25.0,44.0,0.568,0.568,14.0,27.0,0.519,37.0,108.0,145.0,13.0,5.0,15.0,29.0,79.0,64.0
Chris Quinn,PG,27.0,41.0,292.0,33.0,91.0,0.363,11.0,37.0,0.297,22.0,54.0,0.407,0.423,4.0,8.0,0.5,3.0,22.0,25.0,42.0,5.0,1.0,12.0,29.0,81.0
Vladimir Radmanović,PF,30.0,74.0,1169.0,137.0,318.0,0.431,70.0,173.0,0.405,67.0,145.0,0.462,0.541,30.0,34.0,0.882,64.0,148.0,212.0,79.0,44.0,44.0,57.0,157.0,374.0
Anthony Randolph,C-PF,21.0,40.0,590.0,123.0,264.0,0.466,1.0,4.0,0.25,122.0,260.0,0.469,0.468,58.0,86.0,0.674,43.0,117.0,160.0,33.0,22.0,24.0,53.0,62.0,305.0
Zach Randolph,PF,29.0,75.0,2724.0,598.0,1188.0,0.503,8.0,43.0,0.186,590.0,1145.0,0.515,0.507,300.0,396.0,0.758,326.0,588.0,914.0,163.0,63.0,25.0,151.0,175.0,1504.0
Theo Ratliff,C,37.0,10.0,71.0,1.0,6.0,0.167,0.0,0.0,0.0,1.0,6.0,0.167,0.167,0.0,2.0,0.0,6.0,7.0,13.0,3.0,2.0,5.0,3.0,7.0,2.0
Andy Rautins,SG,24.0,5.0,24.0,3.0,7.0,0.429,1.0,4.0,0.25,2.0,3.0,0.667,0.5,1.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,8.0
Michael Redd,SG,31.0,10.0,134.0,18.0,45.0,0.4,4.0,17.0,0.235,14.0,28.0,0.5,0.444,4.0,4.0,1.0,0.0,8.0,8.0,12.0,2.0,1.0,4.0,4.0,44.0
J.J. Redick,SG,26.0,59.0,1513.0,197.0,447.0,0.441,87.0,219.0,0.397,110.0,228.0,0.482,0.538,112.0,128.0,0.875,6.0,107.0,113.0,102.0,29.0,3.0,53.0,80.0,593.0
Jason Richardson,SG,30.0,80.0,2715.0,472.0,1056.0,0.447,189.0,479.0,0.395,283.0,577.0,0.49,0.536,116.0,159.0,0.73,67.0,264.0,331.0,147.0,93.0,13.0,95.0,162.0,1249.0
Quentin Richardson,SF,30.0,57.0,955.0,87.0,255.0,0.341,42.0,146.0,0.288,45.0,109.0,0.413,0.424,33.0,44.0,0.75,39.0,139.0,178.0,38.0,25.0,5.0,33.0,74.0,249.0
Luke Ridnour,PG,29.0,71.0,2159.0,319.0,681.0,0.468,81.0,184.0,0.44,238.0,497.0,0.479,0.528,121.0,137.0,0.883,37.0,162.0,199.0,384.0,89.0,10.0,158.0,146.0,840.0
Nate Robinson,PG,26.0,59.0,1013.0,150.0,376.0,0.399,65.0,200.0,0.325,85.0,176.0,0.483,0.485,36.0,44.0,0.818,15.0,75.0,90.0,111.0,29.0,4.0,68.0,115.0,401.0
Rajon Rondo,PG,24.0,68.0,2527.0,318.0,670.0,0.475,10.0,43.0,0.233,308.0,627.0,0.491,0.482,75.0,132.0,0.568,87.0,210.0,297.0,760.0,153.0,11.0,234.0,120.0,721.0
Derrick Rose,PG,22.0,81.0,3026.0,711.0,1597.0,0.445,128.0,385.0,0.332,583.0,1212.0,0.481,0.485,476.0,555.0,0.858,81.0,249.0,330.0,623.0,85.0,51.0,278.0,136.0,2026.0
Quinton Ross,SF,29.0,36.0,353.0,26.0,59.0,0.441,0.0,3.0,0.0,26.0,56.0,0.464,0.441,5.0,14.0,0.357,10.0,20.0,30.0,10.0,3.0,6.0,7.0,40.0,57.0
Brandon Roy,SG,26.0,47.0,1310.0,209.0,523.0,0.4,38.0,114.0,0.333,171.0,409.0,0.418,0.436,117.0,138.0,0.848,28.0,93.0,121.0,129.0,37.0,12.0,55.0,76.0,573.0
Brandon Rush,SG,25.0,67.0,1754.0,217.0,515.0,0.421,93.0,223.0,0.417,124.0,292.0,0.425,0.512,80.0,106.0,0.755,33.0,184.0,217.0,62.0,41.0,35.0,69.0,107.0,607.0
John Salmons,SG,31.0,73.0,2554.0,373.0,898.0,0.415,83.0,219.0,0.379,290.0,679.0,0.427,0.462,195.0,240.0,0.813,27.0,239.0,266.0,252.0,72.0,28.0,137.0,157.0,1024.0
Samardo Samuels,PF,22.0,37.0,701.0,110.0,241.0,0.456,0.0,3.0,0.0,110.0,238.0,0.462,0.456,68.0,110.0,0.618,75.0,83.0,158.0,17.0,15.0,18.0,53.0,88.0,288.0
Larry Sanders,C,22.0,60.0,872.0,116.0,268.0,0.433,0.0,0.0,0.0,116.0,268.0,0.433,0.433,28.0,50.0,0.56,59.0,119.0,178.0,16.0,22.0,72.0,38.0,117.0,260.0
Brian Scalabrine,PF,32.0,18.0,88.0,10.0,19.0,0.526,0.0,5.0,0.0,10.0,14.0,0.714,0.526,0.0,0.0,0.0,1.0,7.0,8.0,6.0,3.0,4.0,5.0,18.0,20.0
Luis Scola,PF,30.0,74.0,2412.0,569.0,1129.0,0.504,0.0,3.0,0.0,569.0,1126.0,0.505,0.504,214.0,290.0,0.738,147.0,459.0,606.0,185.0,48.0,44.0,147.0,227.0,1352.0
Thabo Sefolosha,SG,26.0,79.0,2049.0,157.0,333.0,0.471,28.0,102.0,0.275,129.0,231.0,0.558,0.514,59.0,79.0,0.747,65.0,281.0,346.0,111.0,97.0,38.0,55.0,171.0,401.0
Kevin Séraphin,PF,21.0,58.0,635.0,66.0,147.0,0.449,0.0,0.0,0.0,66.0,147.0,0.449,0.449,22.0,31.0,0.71,80.0,72.0,152.0,10.0,17.0,28.0,42.0,126.0,154.0
Ramon Sessions,PG,24.0,81.0,2133.0,362.0,776.0,0.466,3.0,15.0,0.2,359.0,761.0,0.472,0.468,348.0,423.0,0.823,46.0,209.0,255.0,419.0,60.0,8.0,178.0,93.0,1075.0
Mustafa Shakur,PG,26.0,22.0,159.0,21.0,59.0,0.356,1.0,10.0,0.1,20.0,49.0,0.408,0.364,8.0,15.0,0.533,7.0,15.0,22.0,25.0,5.0,3.0,18.0,15.0,51.0
Garret Siler,C,24.0,21.0,101.0,17.0,31.0,0.548,0.0,0.0,0.0,17.0,31.0,0.548,0.548,11.0,22.0,0.5,16.0,12.0,28.0,3.0,1.0,4.0,10.0,20.0,45.0
Bobby Simmons,SF,30.0,2.0,16.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
