Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Jrue Holiday,PG,30,MIL,39,1237,20.2,.606,.361,.151,4.3,10.5,7.6,24.2,2.7,1.4,13.0,21.8,,2.9,1.6,4.4,.172,,2.7,1.0,3.7,1.8
Justin Holiday,SG,31,IND,49,1548,10.8,.576,.724,.147,1.9,11.2,6.5,6.9,2.0,1.0,8.2,14.3,,1.0,1.4,2.4,.075,,-0.5,-0.2,-0.7,0.5
Richaun Holmes,C,27,SAC,47,1424,20.3,.673,.020,.284,9.6,23.4,16.4,8.1,1.0,4.6,10.3,16.6,,4.0,1.0,4.9,.166,,0.7,-0.2,0.5,0.9
Rodney Hood,SF,28,TOT,42,797,5.3,.450,.433,.078,2.5,8.1,5.2,7.9,1.3,0.6,12.8,13.9,,-0.6,0.1,-0.5,-0.032,,-5.6,-1.8,-7.4,-1.1
Rodney Hood,SF,28,POR,38,726,5.1,.436,.418,.060,2.6,8.5,5.4,8.7,1.3,0.5,13.1,14.1,,-0.7,0.1,-0.6,-0.039,,-5.7,-2.0,-7.6,-1.0
Rodney Hood,SF,28,TOR,4,71,6.9,.604,.625,.313,1.5,4.8,3.1,0.0,0.7,1.4,9.9,12.3,,0.0,0.0,0.1,.041,,-4.4,-0.8,-5.1,-0.1
Al Horford,C,34,OKC,28,782,17.6,.538,.422,.061,3.9,21.3,12.6,20.1,1.5,2.9,7.3,22.0,,0.7,1.0,1.7,.106,,1.9,1.4,3.3,1.0
Talen Horton-Tucker,SG,20,LAL,47,894,12.4,.525,.263,.219,2.4,13.0,7.8,17.9,2.2,2.0,15.3,21.5,,-0.2,1.6,1.4,.077,,-2.9,1.4,-1.5,0.1
Danuel House,SF,27,HOU,31,843,9.5,.532,.570,.242,2.2,13.6,7.6,10.2,1.1,1.5,10.0,15.2,,0.2,0.6,0.8,.044,,-2.4,-0.3,-2.7,-0.1
Dwight Howard,C,35,PHI,51,890,16.7,.606,.068,.716,16.9,34.9,26.1,6.2,1.2,4.7,23.2,18.2,,0.7,1.9,2.6,.141,,-2.9,0.3,-2.5,-0.1
Markus Howard,SG,21,DEN,23,77,-4.5,.287,.707,.049,0.0,11.7,5.9,14.9,1.3,0.0,12.5,27.2,,-0.4,0.0,-0.4,-0.245,,-12.9,-5.0,-18.0,-0.3
Kevin Huerter,SG,22,ATL,51,1564,11.7,.537,.542,.092,2.2,9.5,5.9,16.3,1.9,0.6,10.1,17.1,,1.3,1.1,2.4,.075,,-0.9,-0.1,-1.0,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Hughes,SF,22,UTA,10,38,12.5,.557,.722,.222,0.0,16.0,8.3,15.6,1.3,2.1,20.2,28.0,,0.0,0.1,0.0,.017,,-0.2,-0.2,-0.4,0.0
De'Andre Hunter,SF,23,ATL,20,625,16.5,.625,.390,.336,2.9,14.8,8.9,10.3,1.4,1.4,9.5,19.6,,1.3,0.5,1.8,.139,,1.5,0.2,1.7,0.6
Chandler Hutchison,SF,24,TOT,12,163,1.9,.391,.255,.176,2.6,25.1,13.9,5.5,1.1,0.0,20.3,17.8,,-0.5,0.2,-0.4,-0.106,,-9.0,-1.8,-10.8,-0.4
Chandler Hutchison,SF,24,CHI,7,64,0.4,.344,.167,.111,1.8,32.5,17.4,7.8,0.7,0.0,20.9,16.0,,-0.2,0.1,-0.1,-0.102,,-9.4,-1.5,-10.9,-0.1
Chandler Hutchison,SF,24,WAS,5,99,2.8,.416,.303,.212,3.2,20.4,11.7,4.0,1.4,0.0,20.0,18.9,,-0.3,0.1,-0.2,-0.109,,-8.7,-1.9,-10.6,-0.2
Serge Ibaka,C,31,LAC,39,919,17.7,.582,.311,.130,8.5,23.1,15.9,10.8,0.5,4.4,10.7,19.8,,1.5,1.2,2.7,.142,,1.0,-0.5,0.4,0.6
Andre Iguodala,SF,37,MIA,46,979,9.7,.519,.751,.178,3.6,16.1,10.1,13.8,2.3,2.5,19.1,11.3,,0.0,1.5,1.5,.072,,-2.4,2.1,-0.4,0.4
Ersan İlyasova,PF,33,UTA,5,30,9.0,.446,.818,.273,11.0,13.5,12.3,8.8,1.6,0.0,7.5,19.1,,0.0,0.0,0.1,.092,,-6.5,-1.4,-7.9,0.0
Joe Ingles,SF,33,UTA,46,1217,17.3,.732,.717,.159,1.8,12.4,7.3,22.0,1.3,0.6,16.5,15.7,,3.7,1.5,5.2,.203,,3.4,1.1,4.5,2.0
Brandon Ingram,SF,23,NOP,46,1583,20.0,.592,.346,.284,1.9,13.9,7.9,21.7,0.9,2.0,10.6,27.9,,3.6,0.6,4.2,.128,,3.9,-1.5,2.4,1.7
Kyrie Irving,PG,28,BRK,36,1286,25.0,.613,.335,.184,3.7,11.4,7.7,29.3,1.7,1.4,9.2,30.7,,4.3,1.0,5.2,.195,,5.8,-0.6,5.2,2.3
Wesley Iwundu,SF,26,TOT,28,372,5.0,.431,.431,.292,2.7,14.2,8.6,4.8,1.6,0.8,11.9,10.9,,-0.3,0.3,0.1,.007,,-5.9,0.0,-5.9,-0.4
Wesley Iwundu,SF,26,DAL,23,288,4.9,.421,.442,.269,2.3,14.1,8.4,4.4,1.5,1.0,9.4,9.9,,-0.2,0.3,0.1,.016,,-5.6,0.4,-5.1,-0.2
Wesley Iwundu,SF,26,NOP,5,84,5.2,.455,.400,.350,4.0,14.5,9.3,6.0,1.7,0.0,17.8,14.2,,-0.1,0.0,0.0,-0.025,,-6.8,-1.6,-8.5,-0.1
Frank Jackson,PG,22,DET,22,310,11.0,.589,.543,.207,2.8,10.3,6.5,7.7,0.8,0.0,12.5,20.4,,0.1,0.1,0.3,.042,,-1.7,-2.1,-3.8,-0.1
Josh Jackson,SG,23,DET,46,1121,12.1,.512,.360,.289,4.3,14.4,9.2,14.2,1.9,2.6,14.5,26.0,,-1.1,1.2,0.1,.005,,-2.4,-0.7,-3.1,-0.3
Justin Jackson,SF,25,OKC,33,544,10.9,.519,.524,.165,2.7,11.0,6.8,14.5,1.3,0.3,12.0,20.5,,-0.1,0.4,0.3,.023,,-2.0,-1.0,-2.9,-0.1
Reggie Jackson,SG,30,LAC,49,1055,13.9,.574,.469,.152,1.7,11.9,6.9,19.0,1.4,0.4,11.4,19.6,,1.5,0.9,2.5,.112,,-0.1,-0.6,-0.7,0.4
Justin James,SF,24,SAC,25,151,7.5,.486,.405,.286,2.2,5.9,4.0,12.8,1.0,0.5,11.3,15.1,,0.0,0.0,-0.1,-0.018,,-3.3,-2.5,-5.7,-0.1
LeBron James,PG,36,LAL,41,1388,24.7,.605,.352,.316,2.0,23.4,12.9,41.3,1.5,1.5,15.0,31.7,,3.1,2.6,5.7,.197,,6.1,1.7,7.8,3.4
DaQuan Jeffries,SG,23,SAC,18,232,7.3,.524,.491,.123,4.2,9.7,6.9,3.3,1.4,1.4,11.8,12.6,,0.0,0.0,0.0,.004,,-3.9,-1.8,-5.6,-0.2
Ty Jerome,SG,23,OKC,17,437,12.0,.552,.593,.079,2.4,10.1,6.2,20.9,1.3,0.4,10.5,16.0,,0.4,0.3,0.7,.080,,-1.0,-0.4,-1.3,0.1
Isaiah Joe,SG,21,PHI,26,272,9.0,.511,.780,.099,2.5,7.9,5.3,8.5,1.2,1.3,5.0,15.7,,0.2,0.3,0.5,.083,,-2.3,-1.0,-3.3,-0.1
Alize Johnson,PF,24,BRK,4,55,32.2,.700,.077,.038,17.0,37.0,27.5,12.9,1.8,0.0,3.6,21.8,,0.3,0.1,0.4,.306,,7.6,2.9,10.5,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Johnson,PF,24,PHO,43,991,13.0,.593,.689,.118,2.7,12.5,7.8,7.8,1.2,1.3,7.8,17.3,,1.1,1.1,2.2,.108,,0.9,-0.4,0.5,0.6
James Johnson,PF,33,TOT,33,620,13.3,.550,.403,.226,2.9,14.9,9.0,13.8,2.2,5.1,14.6,17.0,,0.2,0.9,1.1,.082,,-1.7,2.0,0.3,0.4
James Johnson,PF,33,DAL,29,504,12.3,.526,.414,.200,3.1,15.3,9.3,13.9,2.3,4.3,14.6,16.3,,0.0,0.7,0.8,.074,,-2.1,2.2,0.1,0.3
James Johnson,F,33,NOP,4,116,17.7,.631,.366,.317,1.9,13.3,7.7,13.7,1.7,8.3,14.6,20.1,,0.2,0.1,0.3,.117,,0.1,1.2,1.3,0.1
Keldon Johnson,SF,21,SAS,45,1297,14.7,.555,.254,.284,5.7,18.6,12.0,9.2,0.9,1.5,8.5,19.7,,1.2,1.2,2.5,.091,,-0.5,-1.1,-1.6,0.1
Stanley Johnson,PF,24,TOR,45,655,7.3,.516,.617,.150,3.2,14.7,8.8,11.2,2.1,1.9,20.0,10.5,,-0.1,0.7,0.6,.046,,-4.0,0.9,-3.1,-0.2
Tyler Johnson,SG,28,BRK,31,522,8.4,.552,.711,.134,1.1,11.1,6.3,7.1,1.1,0.0,8.0,13.6,,0.3,0.2,0.5,.050,,-2.4,-1.4,-3.7,-0.2
Nikola Jokić,C,25,DEN,50,1775,31.3,.647,.187,.258,9.2,25.6,17.5,40.0,2.1,1.8,13.0,28.9,,8.9,2.4,11.2,.304,,9.2,2.5,11.7,6.1
Damian Jones,C,25,TOT,22,206,12.4,.754,.030,.697,8.4,15.3,11.9,3.1,0.5,5.2,20.3,11.6,,0.3,0.3,0.7,.155,,-4.2,1.5,-2.7,0.0
Damian Jones,C,25,PHO,14,94,6.7,.528,.063,.688,8.6,12.7,10.8,5.3,0.5,4.8,22.4,12.7,,0.0,0.1,0.1,.051,,-7.2,1.1,-6.1,-0.1
Damian Jones,C,25,LAL,8,112,17.2,.965,.000,.706,8.1,17.5,12.9,1.3,0.4,5.5,18.3,10.6,,0.4,0.2,0.6,.242,,-1.6,1.8,0.2,0.1
Derrick Jones Jr.,SF,23,POR,45,1142,12.6,.579,.454,.294,6.5,11.3,8.8,4.6,1.4,3.8,8.2,12.5,,1.6,0.6,2.2,.091,,-1.3,-0.3,-1.5,0.1
Mason Jones,SG,22,TOT,27,316,12.1,.556,.547,.487,2.0,16.5,8.9,19.5,0.9,0.3,16.5,23.0,,0.0,0.2,0.2,.029,,-1.3,-1.2,-2.5,0.0
Mason Jones,SG,22,HOU,26,307,11.3,.546,.561,.500,1.3,17.0,8.9,19.4,0.9,0.3,16.8,23.2,,-0.1,0.2,0.1,.017,,-1.7,-1.3,-3.0,-0.1
Mason Jones,G,22,PHI,1,9,37.8,1.000,.000,.000,25.1,0.0,12.2,21.3,0.0,0.0,0.0,14.2,,0.1,0.0,0.1,.442,,12.9,1.5,14.4,0.0
Tre Jones,PG,21,SAS,23,105,10.8,.550,.028,.139,4.9,4.1,4.5,15.3,1.4,0.0,19.1,19.6,,0.0,0.1,0.0,.010,,-3.2,-2.8,-6.0,-0.1
Tyus Jones,PG,24,MEM,48,941,15.0,.501,.336,.088,2.1,11.0,6.4,28.6,2.6,0.5,10.3,16.5,,1.0,1.1,2.1,.109,,-0.3,0.8,0.5,0.6
DeAndre Jordan,C,32,BRK,46,1022,16.9,.743,.005,.320,10.6,25.1,18.1,9.9,0.7,4.8,23.0,12.8,,2.0,1.2,3.2,.148,,-0.2,0.8,0.6,0.7
Cory Joseph,PG,29,TOT,52,1123,11.3,.550,.341,.224,2.9,9.4,6.1,17.9,2.1,0.9,15.3,15.3,,0.8,0.4,1.2,.050,,-2.5,-0.3,-2.8,-0.2
Cory Joseph,PG,29,SAC,44,944,10.0,.534,.376,.188,2.9,8.8,5.8,14.8,2.0,0.8,14.0,14.3,,0.5,0.2,0.6,.033,,-3.0,-0.6,-3.7,-0.4
Cory Joseph,PG,29,DET,8,179,18.5,.613,.190,.379,3.1,12.8,7.8,34.6,2.7,1.5,20.1,20.6,,0.3,0.2,0.5,.140,,0.4,1.3,1.7,0.2
Mfiondu Kabengele,PF,23,LAC,23,94,1.5,.390,.563,.188,1.2,15.2,8.3,6.8,1.1,2.8,14.8,19.1,,-0.3,0.1,-0.1,-0.075,,-9.2,-1.7,-10.9,-0.2
Frank Kaminsky,C,27,PHO,32,483,15.9,.557,.368,.190,5.3,21.6,13.7,15.0,1.0,2.4,7.4,18.8,,0.7,0.7,1.4,.140,,0.8,1.3,2.1,0.5
Enes Kanter,C,28,POR,50,1332,22.2,.635,.002,.286,16.6,31.1,23.5,7.2,1.0,2.5,11.3,17.2,,4.3,1.1,5.4,.195,,1.6,-2.0,-0.4,0.5
Luke Kennard,SG,24,LAC,46,887,13.1,.623,.550,.065,1.5,13.6,7.7,12.1,0.8,0.8,10.5,16.7,,1.4,0.7,2.1,.113,,0.6,-0.9,-0.3,0.4
Maxi Kleber,PF,29,DAL,36,1012,11.0,.628,.758,.177,3.5,17.6,10.7,6.5,0.9,2.5,9.0,10.3,,1.4,1.0,2.4,.115,,-0.5,0.1,-0.4,0.4
Nathan Knight,PF,23,ATL,21,150,16.6,.569,.333,.667,11.9,15.7,13.9,3.9,1.6,3.5,14.3,22.3,,0.2,0.2,0.4,.112,,-0.5,-0.9,-1.4,0.0
Kevin Knox,SF,21,NYK,33,433,9.3,.553,.624,.120,2.2,11.2,6.7,6.1,1.0,1.3,10.3,15.9,,0.1,0.5,0.6,.070,,-1.2,-0.3,-1.5,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Konchar,SG,24,MEM,25,355,12.9,.555,.373,.267,6.5,16.4,11.3,10.7,2.8,1.3,11.6,11.3,,0.4,0.5,0.9,.127,,-1.6,1.2,-0.4,0.1
Furkan Korkmaz,SG,23,PHI,40,754,11.2,.527,.601,.221,1.6,10.0,5.9,8.9,2.0,0.8,9.7,20.5,,0.1,1.0,1.1,.068,,-1.4,-0.3,-1.7,0.0
Luke Kornet,PF-C,25,TOT,19,179,12.1,.498,.704,.093,3.7,18.7,11.2,7.5,0.5,7.1,5.1,14.2,,0.1,0.2,0.3,.079,,0.0,0.8,0.8,0.1
Luke Kornet,PF,25,CHI,13,94,9.8,.452,.852,.148,1.2,16.3,8.9,5.4,1.0,6.4,3.4,13.6,,0.0,0.1,0.1,.046,,-0.3,0.8,0.5,0.1
Luke Kornet,C,25,BOS,6,85,14.7,.547,.556,.037,6.5,21.3,13.8,9.8,0.0,7.8,6.8,15.0,,0.1,0.1,0.2,.117,,0.3,0.8,1.1,0.1
Rodions Kurucs,SF-PF,22,TOT,16,91,2.1,.322,.708,.083,2.2,14.5,8.3,8.6,3.1,3.9,26.6,15.9,,-0.4,0.1,-0.2,-0.125,,-8.8,1.8,-7.0,-0.1
Rodions Kurucs,PF,22,BRK,5,16,7.7,.500,.667,.000,0.0,20.1,10.5,15.1,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,.082,,-1.2,0.4,-0.8,0.0
Rodions Kurucs,SF,22,HOU,11,75,0.9,.297,.714,.095,2.7,13.3,7.8,7.2,3.8,4.8,29.1,17.6,,-0.4,0.1,-0.3,-0.169,,-10.4,2.1,-8.3,-0.1
Kyle Kuzma,SF,25,LAL,50,1401,12.4,.532,.502,.117,7.5,19.1,13.4,8.9,0.8,1.8,13.0,21.0,,-0.1,2.2,2.1,.074,,-0.6,-0.8,-1.4,0.2
Anthony Lamb,SF,23,HOU,9,119,1.7,.280,.588,.118,11.2,14.0,12.5,3.4,0.4,0.8,7.7,13.9,,-0.3,0.1,-0.2,-0.078,,-8.3,-2.9,-11.1,-0.2
Jeremy Lamb,SG,28,IND,29,625,16.7,.597,.469,.289,3.9,14.5,9.2,10.6,2.1,2.0,6.5,19.0,,1.2,0.7,1.9,.149,,1.4,0.5,1.9,0.6
Romeo Langford,SG,21,BOS,2,26,6.1,.357,.429,.000,4.3,4.3,4.3,9.8,3.8,3.6,22.2,15.0,,-0.1,0.0,0.0,-0.059,,-3.7,1.7,-2.0,0.0
Zach LaVine,SG,25,CHI,48,1680,21.1,.634,.419,.271,2.0,13.7,7.9,22.6,1.1,1.1,14.6,30.7,,3.3,1.4,4.7,.135,,4.5,-1.2,3.3,2.2
Jake Layman,SF,26,MIN,37,560,11.3,.572,.421,.201,2.4,9.6,5.9,6.7,2.3,2.4,12.2,14.8,,0.1,0.4,0.6,.049,,-2.7,0.0,-2.7,-0.1
Jalen Lecque,PG,20,IND,4,12,4.8,.242,.111,.333,18.5,28.0,23.2,21.3,0.0,0.0,0.0,37.2,,-0.1,0.0,-0.1,-0.234,,-6.3,-6.8,-13.1,0.0
Damion Lee,SG,28,GSW,50,945,11.3,.624,.727,.168,2.0,15.7,8.8,9.7,1.4,0.6,8.6,12.6,,1.2,0.9,2.1,.106,,-1.0,0.1,-0.9,0.3
Saben Lee,PG,21,DET,30,470,14.6,.554,.109,.512,3.0,11.0,6.9,31.2,1.9,1.5,16.0,17.5,,0.6,0.4,1.0,.106,,-1.7,0.4,-1.3,0.1
Alex Len,C,27,TOT,41,638,16.0,.651,.121,.437,6.7,18.8,12.7,8.0,0.9,6.5,15.1,16.0,,0.8,0.8,1.6,.120,,-1.5,1.1,-0.4,0.3
Alex Len,C,27,TOR,7,76,4.3,.633,.600,.600,0.0,16.4,7.9,5.2,0.6,8.0,38.8,11.7,,-0.1,0.1,-0.1,-0.032,,-6.8,1.2,-5.6,-0.1
Alex Len,C,27,WAS,34,562,17.6,.652,.091,.427,7.6,19.1,13.3,8.4,0.9,6.3,13.0,16.6,,1.0,0.7,1.6,.141,,-0.8,1.1,0.3,0.3
Kawhi Leonard,SF,29,LAC,43,1488,27.0,.620,.268,.320,3.9,17.4,10.8,23.9,2.5,1.1,8.3,29.0,,5.7,2.1,7.7,.249,,5.8,1.2,7.0,3.4
Meyers Leonard,C,28,MIA,3,29,6.6,.635,1.000,.286,0.0,26.1,13.5,9.9,0.0,0.0,20.2,15.3,,0.0,0.0,0.0,.045,,-3.5,-0.9,-4.4,0.0
Caris LeVert,SG,26,TOT,25,761,16.0,.506,.343,.182,2.6,13.0,7.8,26.5,2.2,0.9,10.5,27.3,,0.2,0.7,1.0,.060,,-0.4,-0.5,-0.8,0.2
Caris LeVert,SG,26,BRK,12,334,19.3,.516,.315,.170,3.5,13.5,8.7,34.1,1.9,1.6,10.8,31.5,,0.3,0.3,0.6,.088,,1.3,-0.7,0.6,0.2
Caris LeVert,SG,26,IND,13,427,13.4,.496,.372,.194,1.8,12.6,7.2,20.6,2.5,0.4,10.1,24.0,,-0.1,0.4,0.3,.039,,-1.7,-0.3,-2.0,0.0
Kira Lewis Jr.,PG,19,NOP,33,519,12.7,.506,.345,.136,1.5,7.0,4.3,20.2,2.1,1.1,7.2,19.3,,0.5,0.2,0.8,.070,,-2.0,-0.5,-2.5,-0.1
Damian Lillard,PG,30,POR,48,1725,26.0,.618,.534,.378,1.6,11.5,6.3,36.1,1.3,0.7,11.8,32.1,,7.1,0.3,7.4,.207,,7.4,-1.8,5.6,3.3
Nassir Little,PF,20,POR,31,440,13.3,.616,.546,.303,5.4,16.5,10.7,4.7,0.4,2.5,8.8,14.5,,0.8,0.1,0.9,.100,,-0.1,-2.1,-2.2,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Looney,C,24,GSW,40,616,13.9,.620,.101,.248,11.0,16.4,13.7,16.1,1.2,2.3,15.4,9.9,,1.3,0.7,2.0,.157,,-1.1,1.0,-0.1,0.3
Brook Lopez,C,32,MIL,50,1364,14.3,.594,.494,.208,5.8,13.1,9.6,3.6,1.1,4.7,8.8,16.1,,1.8,1.6,3.4,.121,,-0.2,-0.1,-0.3,0.6
Robin Lopez,C,32,WAS,49,989,15.4,.643,.061,.367,11.2,10.4,10.8,6.0,0.7,2.7,13.9,15.8,,1.8,0.6,2.4,.115,,-0.3,-1.4,-1.7,0.1
Kevin Love,PF,32,CLE,7,128,11.0,.511,.592,.224,3.4,27.7,15.3,16.6,1.2,0.7,17.0,22.0,,-0.1,0.1,0.0,.014,,-1.9,-0.6,-2.5,0.0
Kyle Lowry,PG,34,TOR,39,1348,16.2,.589,.533,.265,2.6,15.1,8.6,32.0,1.4,0.8,16.4,21.6,,2.3,1.1,3.4,.120,,1.6,-0.8,0.9,1.0
Timothé Luwawu-Cabarrot,SF,25,BRK,44,847,8.2,.500,.667,.130,2.8,10.8,6.9,8.9,1.7,0.6,10.4,16.8,,-0.1,0.6,0.4,.025,,-3.0,-1.3,-4.3,-0.5
Trey Lyles,PF,25,SAS,23,358,11.4,.574,.444,.256,2.6,23.3,12.7,5.3,0.8,0.2,5.7,12.9,,0.3,0.3,0.7,.087,,-1.2,-0.7,-1.9,0.0
Will Magnay,C,22,NOP,1,3,-35.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.3,,0.0,0.0,-0.1,-0.807,,-30.7,-8.9,-39.6,0.0
Thon Maker,C,23,CLE,8,76,18.8,.657,.111,.611,11.5,15.1,13.2,7.9,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,.180,,0.3,1.2,1.5,0.1
Théo Maledon,PG,19,OKC,44,1191,8.2,.503,.533,.182,1.4,12.0,6.7,17.8,1.6,0.3,17.9,18.1,,-1.0,1.0,0.0,-0.002,,-4.4,-0.6,-5.1,-0.9
Karim Mané,PG,20,ORL,9,84,0.8,.327,.167,.333,1.2,16.7,8.7,6.1,0.0,2.2,17.9,8.6,,-0.1,0.1,-0.1,-0.044,,-9.2,-0.8,-10.1,-0.2
Terance Mann,SG,24,LAC,49,877,13.1,.575,.243,.285,5.9,17.7,11.9,10.8,1.1,1.2,10.3,15.1,,1.3,0.9,2.3,.123,,-1.2,0.2,-0.9,0.2
Nico Mannion,PG,19,GSW,19,275,9.6,.500,.539,.281,0.8,10.8,5.8,25.3,2.2,0.3,18.7,19.1,,-0.1,0.3,0.1,.023,,-3.2,-0.4,-3.6,-0.1
Boban Marjanović,C,32,DAL,23,209,20.9,.520,.059,.238,20.9,31.8,26.5,5.5,0.2,1.8,7.5,25.6,,0.4,0.3,0.6,.142,,0.6,-3.6,-3.0,-0.1
Lauri Markkanen,PF,23,CHI,29,840,15.8,.616,.535,.204,3.0,19.0,11.1,4.6,0.8,1.2,8.3,21.4,,1.2,0.8,1.9,.110,,1.6,-1.5,0.1,0.5
Naji Marshall,SF,23,NOP,10,106,8.0,.427,.367,.567,1.1,19.8,10.5,13.0,1.4,2.7,9.6,16.6,,-0.1,0.1,0.0,.010,,-5.2,-0.2,-5.4,-0.1
Caleb Martin,SF,25,CHO,35,478,10.5,.476,.440,.233,4.5,14.8,9.6,10.4,2.7,1.5,11.2,17.7,,-0.2,0.6,0.3,.034,,-2.8,-0.3,-3.1,-0.1
Cody Martin,SF,25,CHO,37,528,11.3,.517,.312,.224,6.5,13.0,9.7,14.1,2.0,1.1,13.8,12.9,,0.3,0.5,0.8,.075,,-1.7,0.2,-1.5,0.1
Kelan Martin,SF,25,IND,17,83,7.3,.455,.484,.065,4.0,14.8,9.4,4.9,2.3,2.0,13.6,19.2,,-0.2,0.1,-0.1,-0.032,,-4.3,-1.1,-5.5,-0.1
Kenyon Martin Jr.,SF,20,HOU,23,443,15.1,.604,.210,.319,9.2,15.8,12.4,6.1,1.4,4.4,12.8,15.0,,0.6,0.5,1.1,.115,,-1.8,0.5,-1.3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Mason III,PG,26,ORL,4,79,7.6,.462,.208,.292,3.8,12.3,7.9,22.1,0.0,0.0,15.6,17.5,,0.0,0.0,0.0,-0.007,,-6.1,-3.1,-9.2,-0.1
Garrison Mathews,SG,24,WAS,43,802,10.8,.660,.813,.380,1.8,6.9,4.3,3.3,1.4,0.6,3.1,11.7,,1.5,0.4,1.9,.116,,-1.0,-0.5,-1.5,0.1
Dakota Mathias,SG,25,PHI,8,123,9.8,.474,.542,.125,0.9,5.2,3.1,15.1,0.4,2.2,1.9,17.9,,0.1,0.1,0.2,.064,,-1.9,-1.7,-3.6,0.0
Wesley Matthews,SG,34,LAL,43,858,6.7,.513,.791,.137,1.9,7.3,4.7,6.4,1.5,1.3,9.0,10.7,,0.1,1.2,1.4,.076,,-3.2,0.5,-2.7,-0.2
Tyrese Maxey,SG,20,PHI,43,626,12.5,.509,.229,.122,1.6,10.5,6.2,16.5,1.1,1.0,8.2,22.5,,0.2,0.7,0.9,.067,,-2.3,-1.1,-3.4,-0.2
Skylar Mays,SG,23,ATL,23,177,15.1,.536,.429,.317,5.7,8.5,7.1,16.4,2.5,0.0,7.7,19.1,,0.3,0.1,0.5,.122,,0.4,-0.4,0.0,0.1
Patrick McCaw,SF,25,TOR,5,33,12.0,1.078,.000,3.000,3.2,6.9,5.0,15.3,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,.211,,-2.5,3.5,1.0,0.0
CJ McCollum,SG,29,POR,25,824,22.8,.585,.519,.165,1.5,11.0,6.0,25.2,1.7,1.4,6.1,28.3,,2.5,0.3,2.8,.163,,5.8,-1.4,4.4,1.3
T.J. McConnell,PG,28,IND,46,1174,16.1,.566,.081,.101,3.2,12.7,7.9,34.9,3.2,1.2,21.9,14.6,,1.4,1.5,3.0,.121,,-0.3,1.7,1.4,1.0
Jaden McDaniels,PF,20,MIN,44,961,9.7,.546,.528,.132,3.8,14.3,8.8,7.0,1.0,4.0,9.9,12.9,,0.4,0.7,1.0,.050,,-3.1,0.0,-3.1,-0.3
Jalen McDaniels,SF,23,CHO,24,258,7.5,.526,.353,.271,3.3,16.9,10.1,6.2,0.6,1.9,15.2,18.6,,-0.2,0.2,0.0,-0.001,,-4.6,-2.0,-6.7,-0.3
Doug McDermott,PF,29,IND,47,1178,15.3,.625,.456,.143,4.4,11.9,8.1,8.5,0.6,0.3,7.1,19.7,,2.2,0.6,2.8,.112,,1.7,-1.9,-0.2,0.5
Sean McDermott,SF,24,MEM,14,149,8.1,.582,.633,.267,4.2,8.1,6.1,3.4,0.6,1.3,10.7,10.6,,0.1,0.1,0.2,.071,,-2.7,-1.8,-4.4,-0.1
JaVale McGee,C,33,TOT,34,509,18.7,.556,.093,.264,11.8,26.3,18.9,11.2,1.6,7.1,16.0,24.5,,0.0,0.9,0.9,.083,,-2.1,1.4,-0.7,0.2
JaVale McGee,C,33,CLE,33,503,18.6,.554,.093,.256,11.7,26.4,18.9,11.4,1.6,7.2,15.8,24.6,,0.0,0.8,0.9,.082,,-2.1,1.3,-0.8,0.2
JaVale McGee,C,33,DEN,1,6,20.3,.798,.000,2.000,19.2,18.8,19.0,0.0,8.3,0.0,34.7,21.0,,0.0,0.0,0.0,.151,,-5.9,10.0,4.1,0.0
Rodney McGruder,SG,29,DET,16,194,16.2,.619,.343,.114,4.5,8.3,6.3,13.7,2.0,0.5,8.7,18.1,,0.3,0.1,0.5,.119,,0.9,-0.2,0.7,0.1
Alfonzo McKinnie,SF,28,LAL,29,152,13.8,.603,.429,.306,7.5,14.3,11.0,1.9,1.0,0.0,3.5,16.4,,0.3,0.2,0.5,.155,,-0.5,-1.3,-1.8,0.0
Jordan McLaughlin,PG,24,MIN,31,640,11.3,.450,.337,.091,2.3,10.0,6.0,30.6,2.5,0.8,15.7,14.2,,0.1,0.4,0.5,.041,,-2.4,-0.3,-2.7,-0.1
Ben McLemore,SG,27,HOU,32,537,8.5,.500,.741,.143,2.1,11.4,6.5,7.9,1.8,0.5,10.5,21.2,,-0.5,0.4,-0.1,-0.010,,-3.2,-1.2,-4.4,-0.3
Nicolò Melli,PF,30,TOT,27,330,6.8,.380,.590,.103,5.8,19.9,12.9,11.6,1.6,0.6,8.9,11.7,,-0.1,0.3,0.2,.025,,-4.5,0.9,-3.6,-0.1
