Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Aaron Holiday,PG,24,IND,48,842,9.0,.499,.422,.174,1.1,6.8,3.9,13.7,1.8,0.7,10.6,19.9,,-0.4,0.6,0.2,.010,,-3.4,-1.0,-4.4,-0.5
Jrue Holiday,PG,30,MIL,40,1271,19.8,.600,.358,.147,4.3,10.5,7.5,24.0,2.6,1.5,13.0,21.8,,2.8,1.6,4.3,.164,,2.5,0.9,3.4,1.7
Justin Holiday,SG,31,IND,50,1576,11.0,.582,.721,.143,1.8,11.3,6.5,7.0,1.9,1.0,8.0,14.4,,1.2,1.4,2.5,.077,,-0.3,-0.2,-0.6,0.6
Richaun Holmes,C,27,SAC,48,1449,20.4,.673,.020,.292,9.5,23.7,16.5,8.1,1.1,4.6,10.4,16.7,,4.0,1.0,5.1,.167,,0.7,-0.2,0.6,0.9
Rodney Hood,SF,28,TOT,42,797,5.3,.450,.433,.078,2.5,8.1,5.2,8.0,1.3,0.6,12.8,13.9,,-0.7,0.1,-0.6,-0.033,,-5.6,-1.8,-7.4,-1.1
Rodney Hood,SF,28,POR,38,726,5.1,.436,.418,.060,2.6,8.4,5.4,8.7,1.3,0.5,13.1,14.1,,-0.7,0.1,-0.6,-0.040,,-5.7,-2.0,-7.6,-1.0
Rodney Hood,SF,28,TOR,4,71,6.9,.604,.625,.313,1.5,4.8,3.1,0.0,0.7,1.4,9.9,12.3,,0.0,0.0,0.1,.040,,-4.4,-0.8,-5.1,-0.1
Al Horford,C,34,OKC,28,782,17.6,.538,.422,.061,3.9,21.3,12.6,20.1,1.5,2.9,7.3,22.0,,0.7,1.0,1.7,.104,,1.9,1.4,3.3,1.0
Talen Horton-Tucker,SG,20,LAL,47,894,12.4,.525,.263,.219,2.4,13.0,7.8,17.9,2.2,2.0,15.3,21.5,,-0.2,1.6,1.4,.076,,-2.9,1.4,-1.5,0.1
Danuel House,SF,27,HOU,31,843,9.5,.532,.570,.242,2.2,13.5,7.6,10.2,1.1,1.5,10.0,15.2,,0.2,0.6,0.8,.045,,-2.4,-0.3,-2.7,-0.1
Dwight Howard,C,35,PHI,51,890,16.7,.606,.068,.716,16.9,34.9,26.1,6.2,1.2,4.7,23.2,18.2,,0.7,1.9,2.6,.141,,-2.9,0.3,-2.5,-0.1
Markus Howard,SG,21,DEN,24,81,-4.0,.296,.698,.047,0.0,11.1,5.6,14.3,1.2,0.0,12.0,26.9,,-0.4,0.1,-0.4,-0.230,,-12.7,-4.9,-17.6,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Huerter,SG,22,ATL,52,1595,11.8,.536,.537,.093,2.2,9.6,6.0,16.3,1.9,0.7,9.8,17.1,,1.3,1.1,2.4,.073,,-0.9,-0.1,-1.0,0.4
Elijah Hughes,SF,22,UTA,11,39,15.7,.602,.737,.211,0.0,18.2,9.5,15.7,1.2,2.0,19.4,28.4,,0.0,0.1,0.1,.066,,1.9,0.4,2.3,0.0
De'Andre Hunter,SF,23,ATL,20,625,16.5,.625,.390,.336,2.9,14.8,8.9,10.3,1.4,1.4,9.5,19.6,,1.3,0.5,1.8,.137,,1.5,0.2,1.7,0.6
Chandler Hutchison,SF,24,TOT,12,163,1.9,.391,.255,.176,2.6,25.1,14.0,5.5,1.1,0.0,20.3,17.8,,-0.5,0.2,-0.4,-0.106,,-9.0,-1.8,-10.8,-0.4
Chandler Hutchison,SF,24,CHI,7,64,0.4,.344,.167,.111,1.8,32.3,17.4,7.8,0.7,0.0,20.9,16.0,,-0.2,0.1,-0.1,-0.102,,-9.4,-1.5,-10.9,-0.1
Chandler Hutchison,SF,24,WAS,5,99,2.8,.416,.303,.212,3.2,20.4,11.8,4.0,1.4,0.0,20.0,19.0,,-0.3,0.1,-0.2,-0.109,,-8.7,-1.9,-10.6,-0.2
Serge Ibaka,C,31,LAC,39,919,17.7,.582,.311,.130,8.5,23.2,16.0,10.8,0.5,4.4,10.7,19.8,,1.5,1.2,2.7,.142,,1.0,-0.5,0.4,0.6
Andre Iguodala,SF,37,MIA,47,1001,9.4,.511,.755,.176,3.5,16.2,10.0,13.6,2.4,2.5,19.5,11.3,,-0.2,1.6,1.4,.068,,-2.6,2.0,-0.6,0.4
Ersan İlyasova,PF,33,UTA,6,33,12.0,.526,.833,.250,10.0,12.3,11.2,8.2,1.5,0.0,7.0,18.7,,0.1,0.0,0.1,.144,,-3.7,-0.7,-4.5,0.0
Joe Ingles,SF,33,UTA,48,1279,16.9,.720,.711,.163,1.7,12.2,7.2,21.7,1.3,0.6,16.2,15.6,,3.7,1.5,5.3,.198,,3.2,1.1,4.4,2.1
Brandon Ingram,SF,23,NOP,46,1583,20.0,.592,.346,.284,1.9,13.9,7.9,21.8,0.9,2.0,10.6,27.8,,3.6,0.6,4.1,.126,,3.9,-1.5,2.4,1.7
Kyrie Irving,PG,28,BRK,37,1316,25.0,.615,.337,.188,3.8,11.2,7.7,29.2,1.7,1.5,9.1,30.5,,4.5,1.0,5.5,.199,,5.9,-0.7,5.2,2.4
Wesley Iwundu,SF,26,TOT,29,395,4.6,.431,.440,.293,2.5,14.2,8.5,4.5,1.6,0.7,14.2,10.9,,-0.4,0.3,0.0,-0.003,,-6.1,-0.2,-6.3,-0.4
Wesley Iwundu,SF,26,DAL,23,288,4.9,.421,.442,.269,2.3,14.1,8.3,4.4,1.5,1.0,9.4,9.9,,-0.2,0.3,0.1,.017,,-5.6,0.4,-5.1,-0.2
Wesley Iwundu,SF,26,NOP,6,107,3.7,.452,.435,.348,3.1,14.5,8.8,4.6,1.8,0.0,23.2,13.7,,-0.2,0.0,-0.1,-0.056,,-7.7,-1.9,-9.5,-0.2
Frank Jackson,PG,22,DET,23,324,10.9,.590,.546,.218,2.7,9.9,6.2,7.3,0.9,0.0,12.7,20.1,,0.1,0.2,0.3,.043,,-1.7,-2.0,-3.7,-0.1
Josh Jackson,SG,23,DET,47,1147,11.8,.509,.360,.281,4.2,14.8,9.4,14.1,1.9,2.5,14.8,26.0,,-1.2,1.3,0.0,.001,,-2.6,-0.7,-3.3,-0.4
Justin Jackson,SF,25,OKC,33,544,10.8,.519,.524,.165,2.7,11.0,6.8,14.5,1.3,0.3,12.0,20.5,,-0.1,0.4,0.2,.021,,-2.0,-1.0,-2.9,-0.1
Reggie Jackson,SG,30,LAC,50,1079,13.8,.574,.471,.149,1.8,11.9,6.9,19.0,1.3,0.4,11.4,19.5,,1.6,0.9,2.5,.111,,-0.1,-0.6,-0.6,0.4
Justin James,SF,24,SAC,25,151,7.5,.486,.405,.286,2.2,5.9,4.0,12.9,1.0,0.5,11.3,15.1,,0.0,0.0,-0.1,-0.017,,-3.3,-2.5,-5.7,-0.1
LeBron James,PG,36,LAL,41,1388,24.6,.605,.352,.316,2.0,23.4,13.0,41.5,1.5,1.5,15.0,31.7,,3.1,2.6,5.7,.196,,6.1,1.7,7.8,3.4
DaQuan Jeffries,SG,23,SAC,18,232,7.3,.524,.491,.123,4.2,9.7,6.9,3.3,1.4,1.4,11.8,12.6,,0.0,0.0,0.0,.005,,-3.9,-1.8,-5.6,-0.2
Ty Jerome,SG,23,OKC,19,488,11.9,.550,.599,.074,2.1,9.9,6.0,21.0,1.2,0.7,11.2,16.7,,0.4,0.3,0.7,.070,,-1.0,-0.7,-1.7,0.0
Isaiah Joe,SG,21,PHI,26,272,9.0,.511,.780,.099,2.5,7.9,5.3,8.5,1.2,1.3,5.0,15.7,,0.2,0.3,0.5,.083,,-2.3,-1.0,-3.3,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alize Johnson,PF,24,BRK,5,75,26.9,.663,.063,.031,14.1,34.2,24.6,13.0,1.9,0.0,5.8,20.0,,0.3,0.1,0.4,.249,,5.1,1.8,6.9,0.2
Cameron Johnson,PF,24,PHO,45,1049,13.1,.597,.696,.120,2.8,12.8,7.9,7.9,1.2,1.3,7.5,16.9,,1.3,1.2,2.5,.113,,1.1,-0.2,0.8,0.7
James Johnson,PF,33,TOT,34,647,13.0,.534,.399,.222,3.4,14.6,9.1,14.5,2.1,4.8,14.2,17.2,,0.2,0.9,1.1,.078,,-1.7,1.7,-0.1,0.3
James Johnson,PF,33,DAL,29,504,12.3,.526,.414,.200,3.1,15.2,9.3,13.9,2.3,4.3,14.6,16.3,,0.0,0.8,0.8,.075,,-2.1,2.2,0.1,0.3
James Johnson,F,33,NOP,5,143,15.4,.554,.358,.283,4.7,12.4,8.6,16.7,1.4,6.7,13.1,20.4,,0.1,0.1,0.3,.088,,-0.5,-0.1,-0.6,0.0
Keldon Johnson,SF,21,SAS,46,1324,14.7,.555,.254,.289,5.6,18.4,11.9,9.2,1.0,1.5,8.6,19.5,,1.3,1.3,2.5,.092,,-0.5,-1.0,-1.5,0.2
Stanley Johnson,PF,24,TOR,46,671,7.5,.516,.592,.176,3.1,14.4,8.6,11.1,2.2,2.0,19.2,10.7,,-0.1,0.7,0.7,.047,,-4.0,1.0,-3.0,-0.2
Tyler Johnson,SG,28,BRK,31,522,8.4,.552,.711,.134,1.1,11.1,6.3,7.0,1.1,0.0,8.0,13.6,,0.3,0.3,0.5,.050,,-2.4,-1.4,-3.7,-0.2
Nikola Jokić,C,25,DEN,51,1806,31.2,.647,.186,.258,9.1,25.6,17.4,40.4,2.1,1.7,13.2,28.9,,8.9,2.5,11.4,.302,,9.1,2.6,11.7,6.2
Damian Jones,C,25,TOT,22,206,12.4,.754,.030,.697,8.4,15.3,11.9,3.1,0.5,5.2,20.3,11.6,,0.3,0.3,0.7,.154,,-4.2,1.5,-2.7,0.0
Damian Jones,C,25,PHO,14,94,6.7,.528,.063,.688,8.6,12.8,10.8,5.3,0.5,4.8,22.4,12.7,,0.0,0.1,0.1,.050,,-7.2,1.1,-6.1,-0.1
Damian Jones,C,25,LAL,8,112,17.2,.965,.000,.706,8.1,17.5,12.9,1.3,0.4,5.5,18.3,10.6,,0.4,0.2,0.6,.241,,-1.6,1.8,0.2,0.1
Derrick Jones Jr.,SF,23,POR,46,1157,12.5,.579,.454,.292,6.4,11.4,8.8,4.5,1.4,3.8,8.1,12.4,,1.6,0.6,2.1,.089,,-1.3,-0.3,-1.5,0.1
Mason Jones,SG,22,TOT,27,316,12.1,.556,.547,.487,2.0,16.5,8.9,19.5,0.9,0.3,16.5,23.0,,0.0,0.2,0.2,.030,,-1.3,-1.2,-2.5,0.0
Mason Jones,SG,22,HOU,26,307,11.3,.546,.561,.500,1.3,17.0,8.8,19.5,0.9,0.3,16.8,23.3,,-0.1,0.2,0.1,.018,,-1.7,-1.3,-3.0,-0.1
Mason Jones,G,22,PHI,1,9,37.8,1.000,.000,.000,25.1,0.0,12.2,21.3,0.0,0.0,0.0,14.2,,0.1,0.0,0.1,.442,,12.9,1.5,14.4,0.0
Tre Jones,PG,21,SAS,24,110,9.6,.510,.026,.128,4.7,4.9,4.8,15.8,1.3,0.0,17.9,19.9,,-0.1,0.1,0.0,-0.012,,-3.7,-3.0,-6.7,-0.1
Tyus Jones,PG,24,MEM,49,957,15.2,.507,.339,.099,2.1,10.8,6.4,28.6,2.6,0.5,10.2,16.5,,1.1,1.2,2.3,.115,,-0.2,0.8,0.7,0.7
DeAndre Jordan,C,32,BRK,46,1022,16.9,.743,.005,.320,10.6,25.0,18.1,9.9,0.7,4.8,23.0,12.8,,2.0,1.2,3.2,.149,,-0.2,0.8,0.6,0.7
Cory Joseph,PG,29,TOT,53,1155,11.8,.558,.329,.230,2.8,9.5,6.1,18.6,2.1,0.9,15.3,15.6,,0.9,0.4,1.4,.056,,-2.3,-0.3,-2.5,-0.2
Cory Joseph,PG,29,SAC,44,944,10.0,.534,.376,.188,2.9,8.8,5.8,14.8,2.0,0.8,14.0,14.3,,0.5,0.2,0.7,.033,,-3.0,-0.6,-3.7,-0.4
Cory Joseph,PG,29,DET,9,211,20.0,.638,.167,.375,2.6,12.5,7.4,35.7,2.6,1.7,19.3,21.5,,0.5,0.2,0.7,.160,,1.0,1.5,2.6,0.2
Mfiondu Kabengele,PF,23,LAC,23,94,1.5,.390,.563,.188,1.2,15.3,8.4,6.8,1.1,2.8,14.8,19.2,,-0.3,0.1,-0.1,-0.075,,-9.2,-1.7,-10.9,-0.2
Frank Kaminsky,C,27,PHO,32,483,16.0,.557,.368,.190,5.3,21.7,13.7,15.1,1.0,2.4,7.4,18.8,,0.7,0.7,1.4,.140,,0.8,1.3,2.1,0.5
Enes Kanter,C,28,POR,51,1353,22.2,.636,.002,.288,16.4,31.0,23.4,7.4,0.9,2.5,11.2,17.1,,4.4,1.1,5.5,.195,,1.7,-2.0,-0.3,0.6
Luke Kennard,SG,24,LAC,47,888,13.0,.621,.551,.065,1.5,13.7,7.7,12.1,0.8,0.8,10.4,16.7,,1.4,0.7,2.1,.112,,0.5,-0.9,-0.4,0.4
Maxi Kleber,PF,29,DAL,37,1046,10.9,.632,.762,.170,3.5,17.3,10.6,6.3,0.9,2.4,9.8,10.4,,1.4,1.1,2.5,.114,,-0.6,0.2,-0.4,0.4
Nathan Knight,PF,23,ATL,22,170,16.2,.561,.305,.610,10.5,16.4,13.5,4.3,1.7,3.1,12.8,21.9,,0.2,0.2,0.4,.107,,-0.7,-0.9,-1.6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Knox,SF,21,NYK,33,433,9.3,.553,.624,.120,2.2,11.1,6.7,6.1,1.0,1.3,10.3,15.9,,0.1,0.5,0.6,.070,,-1.2,-0.3,-1.5,0.1
John Konchar,SG,24,MEM,26,373,13.1,.570,.397,.282,6.5,16.4,11.3,10.5,2.8,1.5,12.9,11.4,,0.4,0.6,1.0,.128,,-1.4,1.3,-0.1,0.2
Furkan Korkmaz,SG,23,PHI,40,754,11.2,.527,.601,.221,1.6,10.0,5.9,8.9,2.0,0.8,9.7,20.5,,0.1,1.0,1.1,.068,,-1.4,-0.3,-1.7,0.0
Luke Kornet,PF-C,25,TOT,19,179,12.1,.498,.704,.093,3.7,18.6,11.2,7.5,0.5,7.0,5.1,14.2,,0.1,0.2,0.3,.080,,0.0,0.8,0.8,0.1
Luke Kornet,PF,25,CHI,13,94,9.8,.452,.852,.148,1.2,16.2,8.9,5.4,1.0,6.4,3.4,13.6,,0.0,0.1,0.1,.046,,-0.3,0.8,0.5,0.1
Luke Kornet,C,25,BOS,6,85,14.7,.547,.556,.037,6.5,21.3,13.8,9.8,0.0,7.8,6.8,15.0,,0.1,0.1,0.2,.118,,0.3,0.8,1.1,0.1
Rodions Kurucs,SF-PF,22,TOT,16,91,2.1,.322,.708,.083,2.3,14.5,8.3,8.6,3.1,3.9,26.6,15.9,,-0.4,0.1,-0.2,-0.124,,-8.8,1.8,-7.0,-0.1
Rodions Kurucs,PF,22,BRK,5,16,7.7,.500,.667,.000,0.0,20.0,10.5,15.0,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,.083,,-1.2,0.4,-0.8,0.0
Rodions Kurucs,SF,22,HOU,11,75,0.9,.297,.714,.095,2.7,13.3,7.8,7.2,3.8,4.8,29.1,17.6,,-0.4,0.1,-0.3,-0.168,,-10.4,2.1,-8.3,-0.1
Kyle Kuzma,SF,25,LAL,50,1401,12.4,.532,.502,.117,7.5,19.1,13.4,8.9,0.8,1.8,13.0,21.0,,-0.1,2.2,2.1,.073,,-0.6,-0.8,-1.4,0.2
Anthony Lamb,SF,23,HOU,9,119,1.7,.280,.588,.118,11.2,14.0,12.5,3.4,0.4,0.8,7.7,13.9,,-0.3,0.1,-0.2,-0.077,,-8.3,-2.9,-11.1,-0.2
Jeremy Lamb,SG,28,IND,30,645,16.6,.597,.468,.292,3.8,14.8,9.3,10.2,2.2,2.4,7.1,18.9,,1.2,0.7,1.9,.143,,1.3,0.5,1.8,0.6
Romeo Langford,SG,21,BOS,3,51,7.7,.458,.500,.000,10.8,6.6,8.8,5.0,1.9,1.9,20.0,12.7,,0.0,0.0,0.0,.011,,-2.2,0.3,-1.9,0.0
Zach LaVine,SG,25,CHI,49,1717,21.2,.634,.420,.272,2.0,13.7,8.0,23.3,1.2,1.1,14.7,30.7,,3.4,1.5,4.9,.136,,4.5,-1.1,3.4,2.3
Jake Layman,SF,26,MIN,38,576,11.4,.577,.412,.200,2.3,9.8,5.9,6.8,2.2,2.3,11.8,14.8,,0.2,0.4,0.6,.051,,-2.6,-0.1,-2.8,-0.1
Jalen Lecque,PG,20,IND,4,12,4.8,.242,.111,.333,18.5,28.0,23.2,21.1,0.0,0.0,0.0,37.1,,-0.1,0.0,-0.1,-0.235,,-6.3,-6.8,-13.1,0.0
Damion Lee,SG,28,GSW,50,945,11.3,.624,.727,.168,2.0,15.7,8.8,9.7,1.4,0.6,8.6,12.6,,1.2,0.9,2.1,.106,,-1.0,0.1,-0.9,0.3
Saben Lee,PG,21,DET,30,470,14.6,.554,.109,.512,3.0,11.0,6.9,31.1,1.9,1.5,16.0,17.5,,0.6,0.4,1.1,.108,,-1.7,0.4,-1.3,0.1
Alex Len,C,27,TOT,42,654,15.6,.643,.118,.427,6.8,18.9,12.7,7.8,0.9,6.3,14.9,15.9,,0.8,0.8,1.6,.116,,-1.8,0.9,-0.8,0.2
Alex Len,C,27,TOR,7,76,4.3,.633,.600,.600,0.0,16.5,7.9,5.2,0.6,8.0,38.8,11.7,,-0.1,0.1,-0.1,-0.033,,-6.8,1.2,-5.6,-0.1
Alex Len,C,27,WAS,35,578,17.1,.644,.089,.417,7.6,19.2,13.4,8.1,0.9,6.1,12.7,16.4,,1.0,0.7,1.6,.135,,-1.1,0.9,-0.2,0.3
Kawhi Leonard,SF,29,LAC,44,1526,26.8,.620,.270,.317,3.9,17.3,10.7,23.8,2.5,1.1,8.6,29.1,,5.7,2.1,7.8,.245,,5.7,1.1,6.8,3.4
Meyers Leonard,C,28,MIA,3,29,6.6,.635,1.000,.286,0.0,26.2,13.5,10.0,0.0,0.0,20.2,15.3,,0.0,0.0,0.0,.045,,-3.5,-0.9,-4.4,0.0
Caris LeVert,SG,26,TOT,26,795,15.9,.507,.337,.182,2.5,13.1,7.9,26.0,2.2,0.9,10.3,27.1,,0.2,0.7,1.0,.060,,-0.6,-0.6,-1.2,0.2
Caris LeVert,SG,26,BRK,12,334,19.3,.516,.315,.170,3.5,13.4,8.7,33.9,1.9,1.6,10.8,31.4,,0.3,0.3,0.6,.089,,1.3,-0.7,0.6,0.2
Caris LeVert,SG,26,IND,14,461,13.5,.498,.358,.193,1.7,12.9,7.3,20.3,2.4,0.4,9.8,23.9,,-0.1,0.4,0.4,.039,,-1.9,-0.5,-2.5,-0.1
Kira Lewis Jr.,PG,19,NOP,33,519,12.7,.506,.345,.136,1.5,7.1,4.3,20.3,2.1,1.1,7.2,19.3,,0.5,0.2,0.7,.068,,-2.0,-0.5,-2.5,-0.1
Damian Lillard,PG,30,POR,49,1759,25.7,.616,.535,.376,1.5,11.6,6.4,36.0,1.2,0.7,11.7,32.1,,7.1,0.3,7.4,.201,,7.3,-1.8,5.5,3.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassir Little,PF,20,POR,32,451,13.5,.613,.532,.286,5.2,16.8,10.8,4.7,0.4,2.4,8.4,14.8,,0.8,0.1,0.9,.099,,-0.1,-2.1,-2.1,0.0
Kevon Looney,C,24,GSW,40,616,13.9,.620,.101,.248,11.0,16.4,13.7,16.1,1.2,2.3,15.4,9.9,,1.3,0.7,2.0,.157,,-1.1,1.0,-0.1,0.3
Brook Lopez,C,32,MIL,51,1395,14.4,.597,.489,.203,5.8,12.9,9.5,3.6,1.1,4.6,8.6,16.1,,1.9,1.6,3.6,.123,,-0.1,-0.1,-0.2,0.6
Robin Lopez,C,32,WAS,50,1018,15.5,.648,.062,.360,10.9,10.4,10.7,6.1,0.6,2.6,13.7,15.9,,1.9,0.6,2.5,.117,,-0.3,-1.4,-1.7,0.1
Kevin Love,PF,32,CLE,8,151,13.8,.540,.607,.246,3.6,31.0,17.0,16.5,1.6,0.6,16.1,23.2,,0.0,0.2,0.2,.050,,-0.9,-0.2,-1.1,0.0
Kyle Lowry,PG,34,TOR,39,1348,16.2,.589,.533,.265,2.6,15.1,8.6,31.9,1.4,0.7,16.4,21.6,,2.3,1.1,3.3,.119,,1.6,-0.8,0.9,1.0
Timothé Luwawu-Cabarrot,SF,25,BRK,45,874,7.7,.489,.682,.125,2.8,10.5,6.9,8.7,1.7,0.6,10.3,16.9,,-0.3,0.6,0.3,.018,,-3.3,-1.4,-4.7,-0.6
Trey Lyles,PF,25,SAS,23,358,11.4,.574,.444,.256,2.6,23.3,12.7,5.3,0.8,0.2,5.7,12.9,,0.3,0.3,0.7,.088,,-1.2,-0.7,-1.9,0.0
Will Magnay,C,22,NOP,1,3,-35.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.3,,0.0,0.0,-0.1,-0.807,,-30.7,-8.9,-39.6,0.0
Thon Maker,C,23,CLE,8,76,18.8,.657,.111,.611,11.5,15.0,13.2,7.8,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,.182,,0.3,1.2,1.5,0.1
Théo Maledon,PG,19,OKC,46,1258,8.3,.504,.527,.181,1.4,11.8,6.6,18.0,1.6,0.4,18.0,18.7,,-1.1,1.0,-0.2,-0.007,,-4.4,-0.8,-5.1,-1.0
Karim Mané,PG,20,ORL,9,84,0.8,.327,.167,.333,1.2,16.8,8.7,6.1,0.0,2.2,17.9,8.6,,-0.1,0.1,-0.1,-0.046,,-9.2,-0.8,-10.1,-0.2
Terance Mann,SG,24,LAC,50,882,13.0,.575,.243,.285,5.8,17.6,11.9,10.9,1.1,1.2,10.3,15.1,,1.4,0.9,2.3,.123,,-1.2,0.3,-0.9,0.2
Nico Mannion,PG,19,GSW,19,275,9.6,.500,.539,.281,0.8,10.8,5.8,25.3,2.2,0.3,18.7,19.1,,-0.1,0.3,0.1,.023,,-3.2,-0.4,-3.6,-0.1
Boban Marjanović,C,32,DAL,23,209,20.9,.520,.059,.238,20.8,31.6,26.3,5.5,0.2,1.8,7.5,25.6,,0.4,0.3,0.6,.143,,0.6,-3.6,-3.0,-0.1
Lauri Markkanen,PF,23,CHI,30,859,16.2,.623,.532,.198,2.9,18.9,11.1,4.5,0.8,1.2,8.1,21.4,,1.3,0.8,2.1,.115,,1.8,-1.4,0.4,0.5
Naji Marshall,SF,23,NOP,11,128,9.0,.439,.344,.719,0.9,17.3,9.1,13.5,2.3,2.3,10.6,15.6,,0.0,0.1,0.1,.028,,-4.8,0.5,-4.3,-0.1
Caleb Martin,SF,25,CHO,36,485,10.5,.474,.438,.228,4.7,15.1,9.8,10.8,2.7,1.7,11.4,17.8,,-0.3,0.6,0.3,.034,,-2.8,-0.2,-3.1,-0.1
Cody Martin,SF,25,CHO,38,544,11.1,.510,.310,.233,6.3,12.7,9.5,13.9,2.0,1.3,13.4,12.9,,0.3,0.5,0.8,.072,,-1.8,0.1,-1.7,0.0
Kelan Martin,SF,25,IND,18,97,8.9,.481,.471,.088,4.6,18.5,11.5,5.6,2.5,1.7,14.5,18.4,,-0.1,0.1,0.0,-0.002,,-3.8,-0.8,-4.6,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Martin Jr.,SF,20,HOU,24,459,15.0,.607,.208,.317,9.4,15.9,12.5,5.9,1.3,4.5,12.8,14.6,,0.6,0.5,1.1,.118,,-1.8,0.5,-1.3,0.1
Frank Mason III,PG,26,ORL,4,79,7.6,.462,.208,.292,3.8,12.3,7.9,22.0,0.0,0.0,15.6,17.5,,0.0,0.0,0.0,-0.009,,-6.1,-3.1,-9.2,-0.1
Garrison Mathews,SG,24,WAS,44,817,10.8,.664,.814,.378,1.8,6.8,4.3,3.2,1.4,0.6,3.1,11.5,,1.6,0.4,2.0,.116,,-1.0,-0.5,-1.4,0.1
Dakota Mathias,SG,25,PHI,8,123,9.8,.474,.542,.125,0.9,5.2,3.1,15.1,0.4,2.2,1.9,17.9,,0.1,0.1,0.2,.064,,-1.9,-1.7,-3.6,0.0
Wesley Matthews,SG,34,LAL,44,886,6.9,.516,.788,.145,1.8,7.2,4.6,6.4,1.5,1.4,9.3,11.1,,0.1,1.3,1.4,.076,,-3.1,0.5,-2.6,-0.1
Tyrese Maxey,SG,20,PHI,43,626,12.5,.509,.229,.122,1.6,10.5,6.2,16.5,1.1,1.0,8.2,22.5,,0.2,0.7,0.9,.067,,-2.3,-1.1,-3.4,-0.2
Skylar Mays,SG,23,ATL,24,181,15.1,.539,.415,.323,5.5,8.3,7.0,16.0,2.4,0.0,7.5,19.2,,0.3,0.1,0.5,.121,,0.3,-0.4,-0.1,0.1
Patrick McCaw,SF,25,TOR,5,33,12.0,1.078,.000,3.000,3.2,6.9,5.0,15.3,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,.209,,-2.5,3.5,1.0,0.0
CJ McCollum,SG,29,POR,26,859,22.4,.580,.517,.158,1.7,10.6,6.0,24.5,1.6,1.5,5.9,28.2,,2.5,0.3,2.8,.155,,5.8,-1.4,4.4,1.4
T.J. McConnell,PG,28,IND,47,1209,16.5,.574,.081,.097,3.2,12.5,7.8,35.5,3.2,1.2,22.0,14.8,,1.6,1.5,3.1,.125,,-0.1,1.7,1.6,1.1
Jaden McDaniels,PF,20,MIN,45,998,9.7,.549,.529,.137,3.8,14.4,8.9,7.0,1.0,3.9,10.6,12.7,,0.3,0.7,1.0,.048,,-3.1,-0.1,-3.2,-0.3
Jalen McDaniels,SF,23,CHO,25,289,9.8,.554,.364,.232,4.1,16.3,10.1,7.2,0.8,1.7,13.5,18.7,,0.0,0.2,0.2,.036,,-3.5,-1.5,-5.0,-0.2
Doug McDermott,PF,29,IND,48,1195,15.3,.626,.453,.145,4.4,11.9,8.1,8.3,0.6,0.3,7.3,19.8,,2.2,0.6,2.7,.110,,1.6,-1.9,-0.3,0.5
Sean McDermott,SF,24,MEM,15,153,7.5,.534,.667,.242,4.1,9.3,6.6,3.3,0.6,1.8,9.9,11.2,,0.1,0.1,0.2,.056,,-3.2,-1.8,-5.0,-0.1
JaVale McGee,C,33,TOT,35,522,18.7,.555,.090,.266,12.2,26.7,19.3,10.9,1.6,7.1,15.9,24.6,,0.0,0.9,0.9,.085,,-2.1,1.4,-0.7,0.2
JaVale McGee,C,33,CLE,33,503,18.6,.554,.093,.256,11.7,26.4,18.9,11.3,1.6,7.2,15.8,24.6,,0.0,0.8,0.9,.084,,-2.1,1.3,-0.8,0.2
JaVale McGee,C,33,DEN,2,19,19.8,.571,.000,.571,24.2,35.5,29.9,0.0,2.6,5.1,18.6,24.8,,0.0,0.0,0.1,.130,,-3.7,5.1,1.4,0.0
Rodney McGruder,SG,29,DET,16,194,16.2,.619,.343,.114,4.5,8.3,6.4,13.6,2.0,0.5,8.7,18.1,,0.3,0.1,0.5,.121,,0.9,-0.2,0.7,0.1
Alfonzo McKinnie,SF,28,LAL,30,164,12.7,.586,.407,.278,7.0,13.9,10.5,1.8,0.9,0.0,4.7,16.8,,0.2,0.2,0.5,.132,,-1.1,-1.6,-2.6,0.0
Jordan McLaughlin,PG,24,MIN,32,661,11.1,.446,.330,.089,2.2,9.7,5.8,30.0,2.5,0.8,15.5,14.0,,0.1,0.4,0.5,.037,,-2.5,-0.4,-2.9,-0.1
Ben McLemore,SG,27,TOT,33,554,8.4,.500,.741,.158,2.0,11.4,6.5,7.7,1.7,0.5,10.3,21.0,,-0.5,0.4,-0.1,-0.005,,-3.3,-1.2,-4.5,-0.3
